dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,validation,30,0.9,0.8,881,471,1224,212,768,2391,2
IMDb-1k,validation,132,0.9,0.8,876,423,1072,194,768,2235,2
IMDb-1k,validation,105,0.9,0.8,745,408,969,179,768,1912,2
IMDb-1k,validation,153,0.9,0.8,775,383,980,181,768,2110,2
IMDb-1k,validation,16,0.9,0.8,835,380,1084,189,768,2115,2
IMDb-1k,validation,75,0.9,0.8,968,506,1378,246,768,2698,2
IMDb-1k,validation,18,0.9,0.8,900,448,1179,208,768,2336,2
IMDb-1k,validation,12,0.9,0.8,941,414,1259,218,768,2532,2
IMDb-1k,validation,9,0.9,0.8,915,365,1138,208,768,2298,2
IMDb-1k,validation,31,0.9,0.8,826,406,1066,185,768,2017,2
IMDb-1k,validation,156,0.9,0.8,775,400,1020,173,768,1946,2
IMDb-1k,validation,98,0.9,0.8,854,432,1234,209,768,2354,2
IMDb-1k,validation,56,0.9,0.8,923,445,1197,203,768,2322,2
IMDb-1k,validation,134,0.9,0.8,806,378,1052,187,768,2075,2
IMDb-1k,validation,161,0.9,0.8,772,407,1028,182,768,1995,2
IMDb-1k,validation,139,0.9,0.8,757,350,968,143,768,1561,2
IMDb-1k,validation,78,0.9,0.8,938,406,1274,219,768,2602,2
IMDb-1k,validation,60,0.9,0.8,786,361,1035,208,768,2142,2
IMDb-1k,validation,84,0.9,0.8,961,494,1307,236,768,2669,2
IMDb-1k,validation,2,0.9,0.8,802,432,1187,211,768,2168,2
IMDb-1k,validation,94,0.9,0.8,756,389,1011,198,768,2180,2
IMDb-1k,validation,45,0.9,0.8,757,370,910,151,768,1744,2
IMDb-1k,validation,42,0.9,0.8,952,418,1218,204,768,2383,2
IMDb-1k,validation,69,0.9,0.8,937,470,1282,242,768,2662,2
IMDb-1k,validation,154,0.9,0.8,835,417,1137,196,768,2144,2
IMDb-1k,validation,26,0.9,0.8,777,334,1132,208,768,2158,2
IMDb-1k,validation,141,0.9,0.8,785,404,1042,190,768,2016,2
IMDb-1k,validation,117,0.9,0.8,779,435,1046,173,768,1945,2
IMDb-1k,validation,93,0.9,0.8,946,414,1240,197,768,2233,2
IMDb-1k,validation,133,0.9,0.8,948,442,1208,224,768,2563,2
IMDb-1k,validation,36,0.9,0.8,752,394,987,190,768,2045,2
IMDb-1k,validation,82,0.9,0.8,797,401,1102,195,768,1990,2
IMDb-1k,validation,22,0.9,0.8,775,374,1039,187,768,2005,2
IMDb-1k,validation,126,0.9,0.8,990,473,1276,247,768,2792,2
IMDb-1k,validation,67,0.9,0.8,983,422,1259,232,768,2698,2
IMDb-1k,validation,97,0.9,0.8,835,405,1059,176,768,1919,2
IMDb-1k,validation,11,0.9,0.8,760,423,1043,189,768,1983,2
IMDb-1k,validation,65,0.9,0.8,969,471,1256,198,768,2251,2
IMDb-1k,validation,86,0.9,0.8,753,378,1005,183,768,1952,2
IMDb-1k,validation,6,0.9,0.8,861,483,1100,220,768,2494,2
IMDb-1k,validation,27,0.9,0.8,838,358,1137,210,768,2267,2
IMDb-1k,validation,76,0.9,0.8,955,441,1241,227,768,2637,2
IMDb-1k,validation,142,0.9,0.8,798,412,1082,197,768,2106,2
IMDb-1k,validation,38,0.9,0.8,859,444,1138,201,768,2215,2
IMDb-1k,validation,41,0.9,0.8,882,364,1112,200,768,2272,2
IMDb-1k,validation,4,0.9,0.8,762,381,1022,180,768,1958,2
IMDb-1k,validation,138,0.9,0.8,751,433,1022,194,768,2081,2
IMDb-1k,validation,32,0.9,0.8,806,388,1099,203,768,2125,2
IMDb-1k,validation,144,0.9,0.8,890,407,1213,226,768,2554,2
IMDb-1k,validation,109,0.9,0.8,757,408,994,186,768,1934,2
IMDb-1k,validation,68,0.9,0.8,746,367,956,159,768,1747,2
IMDb-1k,validation,10,0.9,0.8,870,402,1145,204,768,2221,2
IMDb-1k,validation,96,0.9,0.8,899,455,1247,233,768,2671,2
IMDb-1k,validation,111,0.9,0.8,860,459,1176,200,768,2225,2
IMDb-1k,validation,0,0.9,0.8,941,477,1301,233,768,2533,2
IMDb-1k,validation,122,0.9,0.8,938,448,1270,222,768,2583,2
IMDb-1k,validation,123,0.9,0.8,789,393,970,177,768,2051,2
IMDb-1k,validation,64,0.9,0.8,801,335,1025,215,768,2231,2
IMDb-1k,validation,44,0.9,0.8,946,445,1244,204,768,2402,2
IMDb-1k,validation,146,0.9,0.8,772,346,939,162,768,1806,2
IMDb-1k,validation,28,0.9,0.8,815,406,1058,187,768,2079,2
IMDb-1k,validation,40,0.9,0.8,915,488,1234,225,768,2544,2
IMDb-1k,validation,114,0.9,0.8,799,411,1028,189,768,2090,2
IMDb-1k,validation,25,0.9,0.8,879,365,1126,197,768,2172,2
IMDb-1k,validation,23,0.9,0.8,888,403,1099,178,768,2149,2
IMDb-1k,validation,119,0.9,0.8,847,396,1099,208,768,2270,2
IMDb-1k,validation,81,0.9,0.8,923,416,1186,209,768,2368,2
IMDb-1k,validation,79,0.9,0.8,865,407,1159,190,768,2138,2
IMDb-1k,validation,39,0.9,0.8,951,435,1164,202,768,2342,2
IMDb-1k,validation,90,0.9,0.8,770,381,1036,178,768,1911,2
IMDb-1k,validation,108,0.9,0.8,754,375,970,185,768,2015,2
IMDb-1k,validation,160,0.9,0.8,752,324,1002,165,768,1768,2
IMDb-1k,validation,137,0.9,0.8,820,424,1044,185,768,2057,2
IMDb-1k,validation,47,0.9,0.8,840,336,1103,204,768,2180,2
IMDb-1k,validation,124,0.9,0.8,784,403,997,206,768,2159,2
IMDb-1k,validation,61,0.9,0.8,845,439,1207,205,768,2240,2
IMDb-1k,validation,73,0.9,0.8,809,418,1016,193,768,2154,2
IMDb-1k,validation,33,0.9,0.8,761,415,1008,167,768,1860,2
IMDb-1k,validation,112,0.9,0.8,913,401,1140,208,768,2354,2
IMDb-1k,validation,120,0.9,0.8,913,363,1175,193,768,2140,2
IMDb-1k,validation,128,0.9,0.8,752,371,969,171,768,1882,2
IMDb-1k,validation,62,0.9,0.8,777,423,1036,183,768,2007,2
IMDb-1k,validation,163,0.9,0.8,856,411,1122,200,768,2207,2
IMDb-1k,validation,100,0.9,0.8,824,316,1060,162,768,1787,2
IMDb-1k,validation,104,0.9,0.8,905,423,1349,262,768,2722,2
IMDb-1k,validation,53,0.9,0.8,896,450,1309,250,768,2667,2
IMDb-1k,validation,5,0.9,0.8,1033,408,1392,248,768,2736,2
IMDb-1k,validation,118,0.9,0.8,842,438,1070,196,768,2177,2
IMDb-1k,validation,127,0.9,0.8,866,364,1253,223,768,2374,2
IMDb-1k,validation,152,0.9,0.8,765,419,998,179,768,1918,2
IMDb-1k,validation,49,0.9,0.8,836,378,1095,208,768,2238,2
IMDb-1k,validation,35,0.9,0.8,933,500,1280,234,768,2616,2
IMDb-1k,validation,80,0.9,0.8,835,437,1099,208,768,2242,2
IMDb-1k,validation,77,0.9,0.8,923,498,1235,217,768,2526,2
IMDb-1k,validation,34,0.9,0.8,782,384,984,192,768,2096,2
IMDb-1k,validation,46,0.9,0.8,955,452,1250,234,768,2822,2
IMDb-1k,validation,7,0.9,0.8,825,448,1154,172,768,1921,2
IMDb-1k,validation,43,0.9,0.8,862,412,1105,170,768,1906,2
IMDb-1k,validation,70,0.9,0.8,878,368,1195,217,768,2405,2
IMDb-1k,validation,125,0.9,0.8,868,401,1176,195,768,2275,2
IMDb-1k,validation,110,0.9,0.8,958,384,1192,207,768,2367,2
IMDb-1k,validation,91,0.9,0.8,946,417,1255,218,768,2616,2
IMDb-1k,validation,83,0.9,0.8,967,549,1254,220,768,2656,2
IMDb-1k,validation,147,0.9,0.8,749,353,1023,192,768,2029,2
IMDb-1k,validation,148,0.9,0.8,963,519,1295,253,768,2716,2
IMDb-1k,validation,89,0.9,0.8,941,459,1254,209,768,2472,2
IMDb-1k,validation,8,0.9,0.8,905,373,1229,210,768,2375,2
IMDb-1k,validation,157,0.9,0.8,924,459,1219,221,768,2491,2
IMDb-1k,validation,113,0.9,0.8,946,514,1253,235,768,2739,2
IMDb-1k,validation,13,0.9,0.8,904,410,1198,217,768,2412,2
IMDb-1k,validation,59,0.9,0.8,962,454,1257,227,768,2703,2
IMDb-1k,validation,140,0.9,0.8,735,384,1014,200,768,2002,2
IMDb-1k,validation,3,0.9,0.8,957,445,1200,234,768,2604,2
IMDb-1k,validation,17,0.9,0.8,861,381,1088,204,768,2264,2
IMDb-1k,validation,72,0.9,0.8,976,486,1334,260,768,2909,2
IMDb-1k,validation,143,0.9,0.8,774,323,990,202,768,2195,2
IMDb-1k,validation,136,0.9,0.8,940,475,1284,251,768,2761,2
IMDb-1k,validation,150,0.9,0.8,768,384,967,165,768,1787,2
IMDb-1k,validation,63,0.9,0.8,949,447,1334,235,768,2576,2
IMDb-1k,validation,54,0.9,0.8,968,369,1240,208,768,2464,2
IMDb-1k,validation,107,0.9,0.8,798,414,1080,186,768,2044,2
IMDb-1k,validation,50,0.9,0.8,733,327,990,177,768,1779,2
IMDb-1k,validation,162,0.9,0.8,1023,290,1382,262,768,2829,2
IMDb-1k,validation,58,0.9,0.8,746,406,998,162,768,1835,2
IMDb-1k,validation,48,0.9,0.8,934,515,1223,216,768,2560,2
IMDb-1k,validation,88,0.9,0.8,918,411,1156,216,768,2408,2
IMDb-1k,validation,21,0.9,0.8,760,356,942,176,768,2014,2
IMDb-1k,validation,57,0.9,0.8,894,433,1160,201,768,2272,2
IMDb-1k,validation,159,0.9,0.8,884,404,1129,193,768,2184,2
IMDb-1k,validation,129,0.9,0.8,746,371,923,157,768,1780,2
IMDb-1k,validation,37,0.9,0.8,778,363,1037,158,768,1708,2
IMDb-1k,validation,155,0.9,0.8,747,418,1016,177,768,1793,2
IMDb-1k,validation,1,0.9,0.8,922,456,1260,219,768,2501,2
IMDb-1k,validation,52,0.9,0.8,948,446,1256,197,768,2392,2
IMDb-1k,validation,149,0.9,0.8,759,394,1023,163,768,1789,2
IMDb-1k,test,25,0.9,0.8,806,460,1055,195,768,2166,2
IMDb-1k,test,109,0.9,0.8,865,429,1039,203,768,2283,2
IMDb-1k,test,76,0.9,0.8,961,447,1307,210,768,2331,2
IMDb-1k,test,196,0.9,0.8,879,485,1200,209,768,2380,2
IMDb-1k,test,57,0.9,0.8,876,384,1123,183,768,2085,2
IMDb-1k,test,255,0.9,0.8,896,421,1152,174,768,2122,2
IMDb-1k,test,182,0.9,0.8,885,352,1090,210,768,2283,2
IMDb-1k,test,181,0.9,0.8,771,371,1012,177,768,1921,2
IMDb-1k,test,274,0.9,0.8,949,466,1324,246,768,2744,2
IMDb-1k,test,198,0.9,0.8,908,405,1223,207,768,2308,2
IMDb-1k,test,72,0.9,0.8,962,445,1224,197,768,2309,2
IMDb-1k,test,9,0.9,0.8,911,434,1197,223,768,2526,2
IMDb-1k,test,271,0.9,0.8,752,418,1067,193,768,2022,2
IMDb-1k,test,316,0.9,0.8,786,395,1120,198,768,2074,2
IMDb-1k,test,172,0.9,0.8,793,420,1060,200,768,2112,2
IMDb-1k,test,202,0.9,0.8,813,420,1098,182,768,1993,2
IMDb-1k,test,75,0.9,0.8,872,389,1138,218,768,2274,2
IMDb-1k,test,318,0.9,0.8,764,361,1059,203,768,2059,2
IMDb-1k,test,77,0.9,0.8,969,504,1305,260,768,2813,2
IMDb-1k,test,324,0.9,0.8,973,500,1328,236,768,2704,2
IMDb-1k,test,111,0.9,0.8,812,412,1078,185,768,1929,2
IMDb-1k,test,238,0.9,0.8,762,417,1004,158,768,1772,2
IMDb-1k,test,143,0.9,0.8,846,391,1054,200,768,2164,2
IMDb-1k,test,325,0.9,0.8,726,366,976,186,768,1954,2
IMDb-1k,test,5,0.9,0.8,903,456,1248,209,768,2408,2
IMDb-1k,test,147,0.9,0.8,968,462,1290,229,768,2574,2
IMDb-1k,test,63,0.9,0.8,891,465,1284,207,768,2289,2
IMDb-1k,test,114,0.9,0.8,756,352,915,169,768,1927,2
IMDb-1k,test,139,0.9,0.8,822,358,1070,212,768,2225,2
IMDb-1k,test,101,0.9,0.8,796,347,1035,171,768,1824,2
IMDb-1k,test,94,0.9,0.8,852,415,1114,207,768,2258,2
IMDb-1k,test,282,0.9,0.8,931,412,1212,224,768,2526,2
IMDb-1k,test,3,0.9,0.8,813,411,1199,215,768,2246,2
IMDb-1k,test,225,0.9,0.8,872,435,1140,180,768,2009,2
IMDb-1k,test,219,0.9,0.8,930,463,1240,221,768,2620,2
IMDb-1k,test,310,0.9,0.8,968,448,1272,216,768,2504,2
IMDb-1k,test,183,0.9,0.8,856,416,1191,201,768,2181,2
IMDb-1k,test,302,0.9,0.8,837,371,1055,168,768,1870,2
IMDb-1k,test,140,0.9,0.8,881,413,1153,194,768,2166,2
IMDb-1k,test,228,0.9,0.8,1011,482,1312,245,768,2576,2
IMDb-1k,test,33,0.9,0.8,850,451,1102,174,768,1945,2
IMDb-1k,test,42,0.9,0.8,942,427,1266,247,768,2763,2
IMDb-1k,test,173,0.9,0.8,752,388,996,179,768,1917,2
IMDb-1k,test,124,0.9,0.8,948,458,1269,235,768,2652,2
IMDb-1k,test,330,0.9,0.8,902,468,1182,222,768,2548,2
IMDb-1k,test,46,0.9,0.8,869,387,1120,218,768,2367,2
IMDb-1k,test,73,0.9,0.8,967,450,1241,217,768,2509,2
IMDb-1k,test,179,0.9,0.8,965,443,1186,215,768,2504,2
IMDb-1k,test,45,0.9,0.8,1054,498,1398,264,768,2902,2
IMDb-1k,test,185,0.9,0.8,969,447,1219,195,768,2334,2
IMDb-1k,test,314,0.9,0.8,874,428,1188,196,768,2224,2
IMDb-1k,test,165,0.9,0.8,817,351,1041,178,768,1964,2
IMDb-1k,test,90,0.9,0.8,885,394,1172,214,768,2330,2
IMDb-1k,test,157,0.9,0.8,807,387,1018,188,768,2075,2
IMDb-1k,test,260,0.9,0.8,907,425,1302,236,768,2487,2
IMDb-1k,test,16,0.9,0.8,961,527,1314,256,768,2762,2
IMDb-1k,test,82,0.9,0.8,787,366,997,195,768,2067,2
IMDb-1k,test,132,0.9,0.8,748,346,900,181,768,2112,2
IMDb-1k,test,7,0.9,0.8,882,406,1096,180,768,2123,2
IMDb-1k,test,55,0.9,0.8,786,434,1041,165,768,1790,2
IMDb-1k,test,110,0.9,0.8,934,423,1235,195,768,2283,2
IMDb-1k,test,84,0.9,0.8,966,436,1309,247,768,2751,2
IMDb-1k,test,298,0.9,0.8,741,371,992,182,768,1877,2
IMDb-1k,test,294,0.9,0.8,965,382,1202,216,768,2539,2
IMDb-1k,test,116,0.9,0.8,901,475,1254,206,768,2450,2
IMDb-1k,test,78,0.9,0.8,789,367,1137,180,768,1954,2
IMDb-1k,test,244,0.9,0.8,760,383,967,165,768,1898,2
IMDb-1k,test,60,0.9,0.8,775,421,1041,195,768,2073,2
IMDb-1k,test,226,0.9,0.8,894,483,1232,213,768,2422,2
IMDb-1k,test,180,0.9,0.8,845,431,1130,209,768,2237,2
IMDb-1k,test,280,0.9,0.8,852,403,1116,192,768,2176,2
IMDb-1k,test,17,0.9,0.8,869,425,1151,197,768,2150,2
IMDb-1k,test,24,0.9,0.8,933,431,1294,243,768,2548,2
IMDb-1k,test,167,0.9,0.8,1130,546,1436,259,768,2979,2
IMDb-1k,test,227,0.9,0.8,942,459,1209,223,768,2533,2
IMDb-1k,test,240,0.9,0.8,921,451,1245,222,768,2534,2
IMDb-1k,test,275,0.9,0.8,761,378,1019,168,768,1809,2
IMDb-1k,test,148,0.9,0.8,938,409,1215,208,768,2459,2
IMDb-1k,test,113,0.9,0.8,966,471,1303,256,768,2773,2
IMDb-1k,test,144,0.9,0.8,768,388,1022,178,768,1905,2
IMDb-1k,test,312,0.9,0.8,948,416,1134,204,768,2395,2
